"FailureID","Loco","Date","Equipment","Label","Confidence","FailureSummary"
"4609179","30675","27/11/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; Attended in E1 Section jobcard 065 during loco 30675 visit for Special Repair on Dec  5 2024  3:33PM. 1.TM -3 DE bearing seized. 2.Gear case dropped, Oil level was 5 ltrs approx. 3.Outer labyrinth found shifted from its position. 4.DE end frame, Outer labyrinth and Bearing cap DE dismantled. 5.Bearing inner ring and roller found deformed and discoloured due to overheating. 6.Pitting/smearing found on 1/3rd portion of all roller and corresponding portion of Inner race track/rac"
"4610095","30319","27/11/2024","Traction Motor G9P7","LEVEL_1","HIGH","Outer Labrynth Displaced/ Rubbing (Reqd. to add in Bearing); System: Analysis Not Required 30319/TM No.2 Date of overhaul 10.12.21 (POH/BSL) DE Bearing T-227 FAG-GER Comm dt:10.12.21 Labyrinth type: ABB original drawing, 4) last greasing done: full greasing on 20.11.2024 (during IA) 5) Metal content (DE) : TM2, 30mg (during IA )  Outer Labrynth Displaced/ Rubbing (Reqd. to add in Bearing)"
"4591315","41733","18/11/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); TRAIN N/DTV I/C EX BSP. TAKEN OVER AT 23.20H (DT 17/11/24) AT JSG. AS PER TLC/BSP-09, LOCO 32930 TM-5 + CP-2 ISOLATED. LP INFORMED FROM MCL SIDING AT 13.40H THAT LOAD CLEARED FROM SIDING TO MCL LINE NO-2. AT THE TIME OF LOAD CLEARING, SMR/MCL TOLD OVER VHF THAT FRONT WHEEL NOT MOVE. ON CHECKING BY ALP, FOUND SOME TIMES WHEEL NO-11 & 12 (AXLE NO- 6) NOT MOVED IN FORWARD DIRECTION AND REVERSE DIRECTION NORMALLY MOVED. ADVISED E/EX + CLI/JSG TO PROCEED T"
"4590688","37373","18/11/2024","Traction Motor G9P7","LEVEL_1","HIGH","Outer Labrynth Displaced/ Rubbing (Reqd. to add in Bearing); Train No.12841, While approaching DIG (Duggirala) LP observed smoke & burning smell coming from under truck. LP check and found Axle-2 got locked. Fresh loco given. Observation/Investigation: TM2 was dismantled at EDE and the following points observed. Outer labyrinth came out and seating area of shaft is scored. Outer racer surface seating area with End Shield bore is not having any scoring marks.  DE bearing rollers found overheated "
"4587247","37508","17/11/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; Attended in E1 Section jobcard 016 during loco 37508 visit for IC on Jan  5 2025  3:45PM. •TM4 DE side bearing seized. •Outer labyrinth found shifted from original position. •DE end frame, Outer labyrinth and Bearing cap DE dismantled. •Scoring on outer labyrinth seat. •All rollers found groove marks. •Bearing cage deformed plastically. •Inner race found deep groove mark. •Complete investigation report and traction motor detail is attached with this OPR.  TM bearing seized"
"4585322","33835","16/11/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE side deflector displaced; Investigation- Joint checking report of CLI- A K Maity/SCLN and JE/G- Mahendra Kotangale Observation- As per LP reported burning smell/smoke coming from TM1 gear case side and gear case oil spread over. So checked gear case and TM1 and check temperature found normal. Open TM1 gear case oil (cardium compound). Found oil level normal and check smell found that there is burning smell coming from TM-1 gear case oil. Checked all TMs temperature normal. Suspected deflector"
"4541444","33516","25/10/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; As per TLC proceed to NRZB to attend loco no 33516(TKD) for TM-1 smoke emission, joint checked along with CLI /SDL Shri Suresh Chandra TM-1 gear case oil normal and burning smell coming from Tm-1 and checked wheel movement found wheel no 1 and 2 not moving both direction 2-time and again checked wheel movement found wheel movement freely so consulted SSE/ TKD shed actual cause will be found out after TM-1 gear case cover opening, so Loco marked TR.   TM bearing seized"
"4538631","37544","24/10/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); JOINT EXAMINATION DONE AT DLS/GY BY SSE/DLS/GY, ADME/DLS/GY, CLI/GY SUSPECTING TRACTION MOTOR DRIVE END SIDE BEARING SEIZED. SAME HAS BEEN INFORMED TO HOME SHED ELS/ED FOR TAKING FURTHER ACTIONS Cause of Failure:  1. Due to crack in end frame, rotation of outer racer in the end frame housing might have happened, Both the end frame inner bore & outer race                                       surface got scored heavily. Which in turn might have caused "
"4537272","33574","23/10/2024","Traction Motor G9P7","LEVEL_2","HIGH","DE side deflector displaced; CREW SHORTAGE During shed investigation of loco, labyrinth of TM4 found out 5-6 mm from its original position and rotor movement found jammed due to which TM’s rotation movement stopped and due to frictional heat generation, smoke noticed. Loco 33574/VTA, WAG-9, IC 15-9-24, DOC 20-11-22, HRPT, Propulsion Medha,  TM-4 Mfg 06/2022, Make CLW, SN 16303 Axle box greasing and UST done on 15-9-24  Train FUT/NMG  LP stop train at BET (BARETH) main line at 12.45 & reported sm"
"4536532","32054","23/10/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing);  Loco no 32054 working with train GHH/MDCC/DS was stopped  on 23/10/24 on line at km No. 716/26 between section SIMN-PNUN in DFCC Division of WDFC due to working LP observed smoke from undergear further checked & found heavy smoke was coming from TM-4 hence fire extinguishers used by LP after some time smoke got disappear,again tried for move to load but jerk observed due to axle locked, load detached and put back for SIMN from relief loco.CLI/PNUN ar"
"4522998","38588","17/10/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE side deflector displaced; SMOKE FROM GC-6 Loco no 38588 was failed on17/10/24 in NGP Division of C Rly due to LP have taken charge at BPK( BHUGAON) 3rd line as stable condition& start after ready and stopped at KM 768/B/8A and working LP observed smoke emission from undergear. Further LP checked found smoke coming from TM-6 gear case but temp checked found normal after 03 minute smoke got disappeared hence ready from spot and arrived CHJC( Chitoda) 3rd line & loco detached and kept at BPK 3rd"
"4522226","32562","16/10/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; WHEEL NO 3 AND 4  NOT MOVING , TM-2 PINION REMOVED Loco arrived at ELS/BL on dt.19/10/24 in working condition. Loco was checked and found TM-2 pinion cut out condition due to deflector plate came out ,TM-2 changed and defective TM dismantled in section and following observations noticed-   •No signs of oil ingress, oil condition found normal, no metallic part found in gear case. •The condition of inner Race is normal i.e. no signs of Rollers impact on inner race. •Crack on the"
"4485765","33734","27/09/2024","Traction Motor G9P7","LEVEL_1","HIGH","Misc; 07.45 Hrs- FIR by LP. 06.36 Hrs- TLHR dep. 06.41 Hrs- NTPC dep through. 07.36 Hrs- Train stopped at km no 490/35 in between TLHR-JNC due to automatically Tr.Bogie-1 isolated with massage F0201P1. So Loco could not houl the section in 3TM Single loco. So LP off/On the battery and wait for 5 mins, then loco ready in 5 TM. 07.50 Hrs- Train back towards TLHR up to Home Signal at km no 491/41 with same loco in 5 TM. 08.05 Hrs- Arr at Home Signal TLHD and waiting for Signal. 09.41 Hrs- Home sign"
"4479286","37044","24/09/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; LP INFORMED TO TLC AT ATH THAT FAULT NO. KPRJ 41710  BON ARR 13.40 HRS DET DUE TO LOCO TROUBLE & POWER FAILED & DUE TO LOAD NOT WORKING THEN P/CHANGE  .27896 F0208 P2 TRACTION BOGIE /01 MOTOR 01, ISOLATE BOGIE /1 THEN ACKNOWLEDGE TB-1 ISOLATE AGAIN MCE OFF AND ON AGAIN TB-1 ISOLATE DUE TO ECXESS LOAD AND ANOTHER LOCO DEMANDED. AND INFORMED TO DY MOVEMENT THIS LOCO WORK IN LIGHT LOAD. Loco arrived at shed on 28/10/2024 and as per Report of  Axle-5 Lock at SWM station (Kota Divi"
"4464149","39026","17/09/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); 04:21Train passed PWL -  BT 05:32  - 06:00Train arrival /dep. NDLS 07''/20 '' late 08:13Train passed DHKR   11'' late ASM / DHKR reported that smoke in loco  08:20Train arrived at DPP 16:00'' late 08:25LPM reported that smoke from TM-3 and traction bogie -1 isolate ex DWNA. Advise to him that loco to be detach and shunt in HOT AXLE siding. 08:28Loco failed and required assisting loco  08:45Points man arrived on loco  09:17Loco no. 39026 detach from t."
"4463918","33734","17/09/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); Made over to SBP division on 19.09.24 at 09:25 hrs working MAAL BTAP, with 5TM working. Loco no.33734 was failed on17/09/24 on line at KKGM in WAT Division of ECO Rly after passing LKMR between LKMR- KKGM, LP observed smoke emission from under gear of loco 33734. LP section cleared to KKGM R-02 with cautious speed. At KKGM LP checked & suspected Axle No.2 (wheel No.3 & 4) locked. ELS VSKP Maintenance staff arrived at KKGM for attend to loco and remove"
"4463548","30642","17/09/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); 21.48 - FIRST INFORMATION BY FOOTPLATE CLI S.L. DANGI (BRC)  EX SAMLAYA(BRC-GDA)            THAT TRAIN NO 12951 LOCO NO 30642/BRC SMOKE NOTICED FROM TM-6 EX BH            (BHARIUCH) (BRC DIV).LOCO CHECKED AT BRC BY CLI S.L. DANGI & TRS BRC.FOOTPLATE            CLI ISOLATED TRACTION BOGIE-2 EX PIO (PILOL) (BRC-GDA) BY SWITH 154. 22.20 - AS PER FOOTPLATE CLI NO SMOKE NOTICED FROM TM-6 EX BRC TO GDA 22.22 - TRAIN 12951 T/O EX GDA LATE BY 02 As per TM obs"
"4460219","39114","15/09/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; 08:11hrs Train through passed at NRO. 08:27 hrs Train arrived at MQS on PF no. 02 (main line). 08:35 hrs LP reported ex.MQS while moving  the train and found wheel no.2 axle no.1 lock. 08:40 hrs Loco declared failed and memo given to traffic controller for relief loco. 08:43 hrs Message given to SSE/Loco/Juc to send CLI at MQS. 08:50 hrs Relief loco(43474/BGKT) arranged ex. KXH. 08:53 hrs Message given to PPIO/LDH to send staff at MQS. 09:27 hrs Loco detached from load at MQS."
"4453192","33636","11/09/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; LP EXPERIENCE CONTINUE WHEEL SLIP & SHOWING TM 1 STATUS RED ON DDS ON ARRIVAL SEG LOOP LINE LP NOTICED SMOKE FROM TM 1,CLI REPORTED TM-1 AXLE LOCKED,BSL MOH SSE REP TM-1 LIBRENTH RING CAME OUT 16.00 HRS LOCO GIVEN READY AFTER TM-1 PINION CUT , LOCO RDY LELA TO BSL NORMAL SPPED WITH HALF TRACTION ( T/BO-1 ISO) Loco arrived at ELS/BL on dt. 17/09/24 in working condition ,loco was checked and found TM-1 pinion cut out condition ,TM changed . Removed TM dismantled and found bearin"
"4433964","43481","01/09/2024","Traction Motor G9P7","LEVEL_2","HIGH","DE side deflector displaced; 20.35 Train stop at 02/20 OHE post due to gate signal ON condition of gate no-01. LP feel that some smoke & burning smell comes out from under gear of loco. After that LP checked under gear & found smoke & burn comes from TM no-06 gear case. LP used fire extinguisher on the smoke & isolate bogie no-02. 20.51 LP start the Train from site after properly checking of under gear.  21.05 After arrived at NJP LP consult with BGKT/SHED he advice to fail the loco & push to ne"
"4429780","31165","30/08/2024","Traction Motor G9P7","LEVEL_2","HIGH","; Abnormal Sound Came From Under truck Bogie-2 Also Smoke Detected from Under Truck. Loco failed due to suspected defect inside TM-6 or gear case no.6. Loco checked by BD staff PUNE and on dropping gear case of TM-6, noticed that TM6 pinion was broken from neck portion and dropped inside GC. Hence, pinion removed and directed to home shed.  Loco arrived to ELS/LGD on 12.09.24 in working condition with TM-6 Pinion removed condition. Loco was examined and defective TM-6 replaced with good one.    "
"4408770","32114","19/08/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); TO-AT TLHR 16:00 HRS. 19:31 Fir by loco pilot. 17:48 Train departure from TLHR R-2. 18:12 Train stop at UP H/SIGNAL of TLHD due to H/signal danger. 19:10 Train started after H/signal given off, after moved some extent LP experienced abnormal sound detected from Axle -5 wheel no 9,10 of loco, immediately LP stop the train informed to TMR and checked the engine. 19:15 After checked restart the train cautiously again experienced about sound from same axl"
"4404897","32695","17/08/2024","Traction Motor G9P7","LEVEL_1","HIGH","Pinion shaft broken; Train no:FD/SGWF, Loco No:32695/SBTD Note: TM-1 Isolated. 19:31 : Train arr to LDX 19:55 : Train dep from LDX in loop line with 30kmph 20:05 : Train stalled at Km no : 354/19 due to excess load and heavy rain and speed restriction of train is BPC is 45kmph 20:10 : FIR given by LP to TLC/SCR required banker loco  21:05: Banker LE dep from JMPT 21:25 : Banker Loco arrived site 21:30: Banker Loco made EOT in front of the train 21:50: Train dep from site along with banker loco P"
"4402640","37038","16/08/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); 06.20 – Train through pass KSV. 06.29 – Train stopped at km no. – 1431/15 due to smoke seen during look back the load when observing caution of 40 kmph. 06.37 – LP reported to TLC/AGC that dep. ex Site after TB-1 isolate due to smoke seen from gear case no-1. 06.40 – Memo given to Dy/P that train receive in CHJ L/L & Loco detach immediate from load & placed in siding due to Loco fail & also advice to CLI Mr. Vishesh Meena to reach at CHJ. 06.48 – Trai"
"4375493","37361","03/08/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; 17:39 hrs Train arrived at LNK station. 17:46 hrs While train departed ex. LNK, LP reported that he observed smoke from TM-3 of bogie-1. CLI/FZR Sh. Tufail ahmad already escorting the train. 17:50 hrs LP extinguished the fire by using small fire extinguisher LP tried to move the train after isolated bogie-1 by switch no. 154 but train not moved. CLI/FZR  Sh. Tufail ahmad also checked the loco and found axle no-3 locked. 17:55 hrs Memo given to traffic controller to arrange rel"
"4361526","37002","27/07/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); Date.27.07.2024 Train no.82901 Load. 15/30 Loco no. 37002 Based shed. PA DOC.09.01.2018( AQ)  IOH.11.03.2023(AQ)  Loco Transfer from AQ shed to PA shed on date.18.05.2023 IC done.23.05.2024 TI.21.07.24( PA)  STR.25.07.24( NZM)  Prouplision.Medha B/ System. E-70 W/ CAB-2 Loco defects TM-5 Isolate from.25.07.2024 LP. Aditya Khopker ALP. Avdesh kumar HQ. BDTS Brief incidence LP informed ex KLV Loop Line at 17.08 hrs that while Entering in KLV Loop smoke "
"4340750","41575","16/07/2024","Traction Motor G9P7","LEVEL_2","HIGH","DE side deflector displaced; Crew given as per availability due to more AC+DSL division holding i.e ( AC 154 + 24 DSL) AGAINST (55 AC+ 45 DSL), This is resulting in an acute position of crew. 12 crew have completed 12 hours working, 32 sectional relief given and 354 Crew were booked for trains. 3. Enroute crew change cases are becoming more as trains are not reaching the crew change point with in stipulated duty hours because of precedence to coaching trains. In order to strictly comply 12 hours"
"4337394","30354","15/07/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); SMOKE FROM UNDER TRUCK & AXLE NO 6 NOT MOVING TM-6 DE bearing seized.  DE Bearing Seize) (Reqd. to add in Bearing)"
"4315308","30514","04/07/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); DUE TO SKIDDING SOUND COMING FROM TRACTION BOGIE-1. As per report , loco while working in train no. 12447  between VGLJ-KRQ ,after passing from VGLJ station LP experienced abnormal sound coming from underframe .Hence loco failed by TLC . Further CLI checked , on wheel no. 1  - 50*40 & wheel no.2 - 50-45 skidding mark found . Loco checked  at NZM  O/P by TKD staff & found TM1 metal content more . Loco directed to TKD shed for further attention . At TKD"
"4306991","33700","29/06/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); LOCO FAILED DUE TO SMOKE IN TM-1 CHECK FOUND BOGIE -1 ISOLATED VIA ROTARY SWITCH ON 29/06/24 DUE TO SMOKE FROM TM-1 , FURTHER  TM-1 PINION CUT SO TM-1 TO BE CHANGED, BOTH CAB AC WKG NORMAL, INTERMITTENTLY  DATA LOGGED BUR-3 DC LINK OVERVOLTAGE & BUR-3 OFF , DURING CHECKING ALSO BUR-3 GOING UNDER ISOLATION WHEN VCB CLOSED & ERROR INDICATION COMING ON RECC CARD SO BUR-3 RECC CARD TO BE CHANGE BY AUX/ CGL, FEW MSG LOGGED E/F FILTER CKT IR CHECK OK, CAPAC"
"4305843","30320","29/06/2024","Traction Motor G9P7","LEVEL_2","HIGH","DE side  winding flashed; Attended in E1 Section jobcard 012 during loco 38215 visit for IC on Dec 13 2024  5:11PM.   DE side  winding flashed"
"4297396","33696","24/06/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); 06.17: GDA Taken over  10.55: RTM Arrival  12.24: RTM departure  12.51: BOD arrival on line no 3.  13.00: LP reported smoke noticed from under truck gear case no. 2 after passing RTM 'E' cabin inner distant signal. Train stopped and checked. As per LP  smoke not coming now. Again smoke noticed after passing RTM 'E' cabin. Train stopped at BOD line no 3. At BOD LP reported loco not moving. Suspected axle lock.  TRAIN IOBP 35/2500 LOCO 33696/TKDE/WCR IB"
"4293186","31327","22/06/2024","Traction Motor G9P7","LEVEL_1","HIGH","Outer Labrynth Displaced/ Rubbing (Reqd. to add in Bearing); Loco-31327 (GMO) was attended by CLI/BJRI Sri S.B.Singh with Tech/OP/SDL Mr. Santosh Kumar and reported  As per TLC checked Loco for smoke emissions from TM-2 at BJRI at 13:30hrs, after checking found  No smoke emission but burning smell comes from TM-2, isolates Traction Bogie-1 by switch 154 and during shunting of Loco from L/No-3 to L/No-08 found Wheel is freely moves but burning smell still comes whereas Traction bogie-1 was isolat"
"4276998","30486","14/06/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); 17.00 hrs NDLS dep RT  17.17 hrs LP stop the train at KM 6/28 due to UP train LP reported smoke in loco.  17.24 hrs 1. Due to improper play of roller in the cage resulted obstruction of free movement of roller in cage due to which gradually heat generated and resulted in Bearing seizure. 2. Due to uneven etching on inner race (material defect), there was gradual rise of temperature due to unwanted material between roller and inner race. This lead to g"
"4275730","32206","13/06/2024","Traction Motor G9P7","LEVEL_2","HIGH","DE side  winding flashed; LP REPORTED AT 14:59HRS. THAT TRAIN STOPPED BETWEEN DY-BXN DUE TO GATE SIG. WAS ON. AFTER STOPPED FAULT F0104P1 (CATENARY VOLTAGE OUT OF LIMIT) APPEARED ON DDS AND VCB OPEN, PANTO LOWERED WITH BP+MR PRESSURE DROPPED. LP ACK. THE FAULT AND CHECKED OHE VOLTAGE. IT WERE 27KV. HE ENERGIZED THE LOCO. BUT HE NOTICED THAT WKG CAB SIDE PANTO RAISED WHILE PANTO SELECTOR SWITCH WAS AUTO POSITION. HE CREATED MR AND BP PRESSURE. BUT WHEN MR PRESSURE WAS 7.0KG/CM2 AND BP PRESSURE WA"
"4264915","39119","08/06/2024","Traction Motor G9P7","LEVEL_2","HIGH","DE side  winding flashed; 1.At 09:00 hrs train departed from NTV. 2.At 09:23 hrs train arrived at LIR line no-1. 3.At 09:30 hrs LP informed after arrival at LIR he found smoke coming from traction motor no-2 gear case. 4.At 09:31 PNL counseled to LP to releasing of brake block and free movement of wheels & also advised to check axle box temperature. 5.At 09:35 hrs informed that brake blocks are released, wheels are moving freely and axle box temperature is normal. 6.At 09:37 hrs failure memo ser"
"4264866","31073","08/06/2024","Traction Motor G9P7","LEVEL_1","HIGH","Pinion shaft broken; Attended in INV Section jobcard 032 during loco 22582 visit for IA on Jul 21 2024  7:39PM. Loco earlier failed on 20.05.24. Loco arrived shed on 11.06.2024 , checked & found TR BG-1 isolate due to fault    SLG1- Temp. difference motors Bg 1 > Lm    ASC1- Error tachogenerator 2    FLG1- SS02 TR BG1 off    Further check TM 1,2,3 , found TM2 pinion parted .   Hence TM2 changed .  Pinion shaft broken"
"4264469","30583","07/06/2024","Traction Motor G9P7","LEVEL_2","HIGH","; As per helpline instrction LP reset twice TCU MCB, when again tripped helpline refuse to reset and arranged CLI/BAY to check the loco even CLI contacted helpline but refuse to reset and advice to work with only 6 traction motors Loco arrived to ELS/LGD on 08.06.24 in working condition with TM-2 isolation. Loco was examined and from the DDS, it was observed that during the occurence time, fault messages “LIC1/2 :Earth Fault  Level -1at T/F or TM Side, LIC1/2 :Earth fault Level 2 DCL Positive si"
"4258376","30632","04/06/2024","Traction Motor G9P7","LEVEL_1","HIGH","; Crew given as per availability due to more AC+DSL division holding i.e ( AC 168 + 39 DSL) AGAINST (55 AC+ 45 DSL), This is resulting in an acute position of crew. 6 crew have completed 12 hours working, 39 sectional relief given and 335 Crew were booked for trains. 3. Enroute crew change cases are becoming more as trains are not reaching the crew change point with in stipulated duty hours because of precedence to coaching trains. In order to strictly comply 12 hours duty as per board instructi"
"4252808","31038","01/06/2024","Traction Motor G9P7","LEVEL_2","HIGH","NDE side winding flashed; FP CLI Md M. Alam reported at 23:38 hrs that loco 31038 Tr. Bogie-1 isolate Ex SSM. When starting Ex SSM MCE+HBA off & on but loco not normal. As per Dy/G/CNL train arrived SSM at 23:20 hrs, S/L at 23:26 hrs but not started due to loco trouble, Sig Put back at 23:28 hrs. As per CLI after start ex SSM at 23:26 hrs DDS message came Disturbance in converter-1: Bogie-1 isolate, FLG10094- SS02+ F0201P1 & throttle not responded, manually MCB 127.1/1 trip + Switch no 194.1 on "
"4247443","37353","30/05/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); Resolved - Due to heat generation there was grease starvation.  The inner race rotation is evident. Due to over heating of shaft, the heat was transmitted on inner race and inner race swelled and rotated. Due to the rotation the shaft rubbing seen and inner bearing stopper rubbing seen resultant TM4 DE side Bearing seize LP reported fault F0301P1(Disturabance in converter-2) and Traction bogie -2 was isolated between AST (Asoti ) and BVH(Ballabhgargh)"
"4247219","33038","29/05/2024","Traction Motor G9P7","LEVEL_1","HIGH","Pinion shaft broken; FINDINGS: Loco received from R div with TM-3 isolated without previous information. So after placement at JND4 loco marked TR to avoid section failure Attended in INVST Section jobcard 012 during loco 33038 visit for IA on Jun 24 2024 11:15AM. As per TLC BSP: 5TMs working.  Pinion shaft broken"
"4246013","31103","29/05/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE End plate loose on shaft; SM/SKN reported smoke in loco no.-31103/AQ of Train no.-12237. Train stopped at-14:26 in block section before home signal of HRPG due to Axle lock of wheel no.-01 of loco. Train 12237 passed SKN-14:20. Informed to TLC/CNL & TXR/CNL & MTS/CNL At 16:40 train backed in line 04 loop line At 17:15 EOT, P/R 17:20 At 17:25 train 12237UP departed from HRPG. As per report, loco while working in train no. 12237 ,after passing SKN section train stopped at HRPG station .LP check"
